k,m
2025700,-1.0
2025800,-0.96
2025900,-1.0
2026000,-0.92
2026100,-0.94
2026200,-0.98
2026300,-0.92
2026400,-0.98
2026500,-0.96
2026600,-0.96
2026700,-0.98
2026800,-0.96
2026900,-0.98
2027000,-0.98
2027100,-0.96
2027200,-0.98
2027300,-1.0
2027400,-1.0
2027500,-1.0
2027600,-1.0
2027700,-0.98
2027800,-0.96
2027900,-0.9
2028000,-1.0
2028100,-1.0
2028200,-0.96
2028300,-1.0
2028400,-1.0
2028500,-0.98
2028600,-0.98
2028700,-0.92
2028800,-1.0
2028900,-1.0
2029000,-0.98
2029100,-0.86
2029200,-1.0
2029300,-1.0
2029400,-1.0
2029500,-0.98
2029600,-0.96
2029700,-1.0
2029800,-1.0
2029900,-0.96
2030000,-1.0
2030100,-0.98
2030200,-0.96
2030300,-0.96
2030400,-1.0
2030500,-1.0
2030600,-0.94
2030700,-1.0
2030800,-0.98
2030900,-0.94
2031000,-1.0
2031100,-0.98
2031200,-0.98
2031300,-0.98
2031400,-0.98
2031500,-0.98
2031600,-1.0
2031700,-0.94
2031800,-0.96
2031900,-0.98
2032000,-0.94
2032100,-1.0
2032200,-1.0
2032300,-0.92
2032400,-1.0
2032500,-0.98
2032600,-0.98
2032700,-0.98
2032800,-0.98
2032900,-0.72
2033000,-1.0
2033100,-1.0
2033200,-0.98
2033300,-0.98
2033400,-0.98
2033500,-0.9
2033600,-0.98
2033700,-1.0
2033800,-0.92
2033900,-0.98
2034000,-1.0
2034100,-0.98
2034200,-0.94
2034300,-1.0
2034400,-0.98
2034500,-0.8
2034600,-1.0
2034700,-0.96
2034800,-0.88
2034900,-0.92
2035000,-0.88
2035100,-0.98
2035200,-0.98
2035300,-1.0
2035400,-1.0
2035500,-1.0
2035600,-1.0
2035700,-0.88
2035800,-0.96
2035900,-0.98
2036000,-0.96
2036100,-1.0
2036200,-1.0
2036300,-0.98
2036400,-0.98
2036500,-1.0
2036600,-0.96
2036700,-0.98
2036800,-1.0
2036900,-0.98
2037000,-1.0
2037100,-0.98
2037200,-1.0
2037300,-1.0
2037400,-0.94
2037500,-0.98
2037600,-0.96
2037700,-1.0
2037800,-0.98
2037900,-0.98
2038000,-0.96
2038100,-1.0
2038200,-1.0
2038300,-0.86
2038400,-0.94
2038500,-1.0
2038600,-1.0
2038700,-0.98
2038800,-1.0
2038900,-1.0
2039000,-0.96
2039100,-0.98
2039200,-0.98
2039300,-0.94
2039400,-0.98
2039500,-0.98
2039600,-0.98
2039700,-1.0
2039800,-0.96
2039900,-1.0
2040000,-0.98
2040100,-1.0
2040200,-1.0
2040300,-1.0
2040400,-1.0
2040500,-0.98
2040600,-1.0
2040700,-0.96
2040800,-0.98
2040900,-0.98
2041000,-0.98
2041100,-0.98
2041200,-0.98
2041300,-1.0
2041400,-0.92
2041500,-0.98
2041600,-0.96
2041700,-0.94
2041800,-0.98
2041900,-0.94
2042000,-0.98
2042100,-0.98
2042200,-0.98
2042300,-1.0
2042400,-0.98
2042500,-0.96
2042600,-0.96
2042700,-1.0
2042800,-1.0
2042900,-0.96
2043000,-0.96
2043100,-0.94
2043200,-0.92
2043300,-1.0
2043400,-1.0
2043500,-0.92
2043600,-0.98
2043700,-0.96
2043800,-0.96
2043900,-0.96
2044000,-1.0
2044100,-1.0
2044200,-0.98
2044300,-0.96
2044400,-1.0
2044500,-0.98
2044600,-0.98
2044700,-1.0
2044800,-0.98
2044900,-0.9
2045000,-0.98
2045100,-0.94
2045200,-0.92
2045300,-0.96
2045400,-0.98
2045500,-0.96
2045600,-0.92
2045700,-0.98
2045800,-0.98
2045900,-1.0
2046000,-0.98
2046100,-0.96
2046200,-0.94
2046300,-0.94
2046400,-1.0
2046500,-0.96
2046600,-1.0
2046700,-0.96
2046800,-1.0
2046900,-1.0
2047000,-0.98
2047100,-0.96
2047200,-1.0
2047300,-0.98
2047400,-0.94
2047500,-1.0
2047600,-0.96
2047700,-1.0
2047800,-0.9
2047900,-0.96
2048000,-1.0
2048100,-0.98
2048200,-0.96
2048300,-1.0
2048400,-1.0
2048500,-0.96
2048600,-0.98
2048700,-0.96
2048800,-0.96
2048900,-0.98
2049000,-0.76
2049100,-1.0
2049200,-0.88
2049300,-0.98
2049400,-1.0
2049500,-1.0
2049600,-1.0
2049700,-0.92
2049800,-0.98
2049900,-1.0
2050000,-0.96
2050100,-0.98
2050200,-0.96
2050300,-0.98
2050400,-0.84
2050500,-0.98
2050600,-0.96
2050700,-0.98
2050800,-0.96
2050900,-0.98
2051000,-0.98
2051100,-0.86
2051200,-0.9
2051300,-0.92
2051400,-1.0
2051500,-1.0
2051600,-0.92
2051700,-1.0
2051800,-0.96
2051900,-0.94
2052000,-0.96
2052100,-0.96
2052200,-0.88
2052300,-0.98
2052400,-1.0
2052500,-1.0
2052600,-0.98
2052700,-0.98
2052800,-0.96
2052900,-0.92
2053000,-1.0
2053100,-1.0
2053200,-0.94
2053300,-1.0
2053400,-0.94
2053500,-0.94
2053600,-0.96
2053700,-0.96
2053800,-1.0
2053900,-1.0
2054000,-0.98
2054100,-0.98
2054200,-0.96
2054300,-1.0
2054400,-0.98
2054500,-0.98
2054600,-1.0
2054700,-0.9
2054800,-0.9
2054900,-1.0
2055000,-1.0
2055100,-0.98
2055200,-1.0
2055300,-1.0
2055400,-0.98
2055500,-0.96
2055600,-0.92
2055700,-0.98
2055800,-0.94
2055900,-1.0
2056000,-0.96
2056100,-0.94
2056200,-1.0
2056300,-0.98
2056400,-0.98
2056500,-0.98
2056600,-0.96
2056700,-0.94
2056800,-1.0
2056900,-0.9
2057000,-0.98
2057100,-1.0
2057200,-0.94
2057300,-0.96
2057400,-1.0
2057500,-0.96
2057600,-1.0
2057700,-0.9
2057800,-0.96
2057900,-0.96
2058000,-0.96
2058100,-0.96
2058200,-0.98
2058300,-0.88
2058400,-0.96
2058500,-1.0
2058600,-0.94
2058700,-0.98
2058800,-0.98
2058900,-0.98
2059000,-1.0
2059100,-0.98
2059200,-1.0
2059300,-1.0
2059400,-1.0
2059500,-1.0
2059600,-0.98
2059700,-0.96
2059800,-1.0
2059900,-0.98
2060000,-0.98
2060100,-0.98
2060200,-1.0
2060300,-0.94
2060400,-0.98
2060500,-0.98
2060600,-0.94
2060700,-1.0
2060800,-0.98
2060900,-0.96
2061000,-0.98
2061100,-1.0
2061200,-0.98
2061300,-1.0
2061400,-0.88
2061500,-0.94
2061600,-1.0
2061700,-0.92
2061800,-0.98
2061900,-0.98
2062000,-1.0
2062100,-1.0
2062200,-1.0
2062300,-0.96
2062400,-0.96
2062500,-1.0
2062600,-0.96
2062700,-0.98
2062800,-0.86
2062900,-1.0
2063000,-0.98
2063100,-1.0
2063200,-0.94
2063300,-0.98
2063400,-0.96
2063500,-0.98
2063600,-1.0
2063700,-0.94
2063800,-0.94
2063900,-0.98
2064000,-0.98
2064100,-0.98
2064200,-0.96
2064300,-0.96
2064400,-0.98
2064500,-1.0
2064600,-0.96
2064700,-0.98
2064800,-0.94
2064900,-0.98
2065000,-0.94
2065100,-0.98
2065200,-1.0
2065300,-1.0
2065400,-0.98
2065500,-1.0
2065600,-0.92
2065700,-1.0
2065800,-0.98
2065900,-0.88
2066000,-0.98
2066100,-0.98
2066200,-1.0
2066300,-0.9
2066400,-0.96
2066500,-0.96
2066600,-0.98
2066700,-0.94
2066800,-0.96
2066900,-0.96
2067000,-0.98
2067100,-1.0
2067200,-0.96
2067300,-0.96
2067400,-0.92
2067500,-1.0
2067600,-0.98
2067700,-1.0
2067800,-0.98
2067900,-0.96
2068000,-1.0
2068100,-0.98
2068200,-0.98
2068300,-1.0
2068400,-0.96
2068500,-0.98
2068600,-0.92
2068700,-0.96
2068800,-1.0
2068900,-1.0
2069000,-0.92
2069100,-0.94
2069200,-0.98
2069300,-0.98
2069400,-1.0
2069500,-0.92
2069600,-0.98
2069700,-1.0
2069800,-1.0
2069900,-0.98
2070000,-1.0
2070100,-0.98
2070200,-0.98
2070300,-0.98
2070400,-1.0
2070500,-0.96
2070600,-0.98
2070700,-0.98
2070800,-0.98
2070900,-0.98
2071000,-0.98
2071100,-1.0
2071200,-1.0
2071300,-0.92
2071400,-0.94
2071500,-0.98
2071600,-0.96
2071700,-0.98
2071800,-0.96
2071900,-0.98
2072000,-0.96
2072100,-1.0
2072200,-0.92
2072300,-0.98
2072400,-0.98
2072500,-0.94
2072600,-0.96
2072700,-0.96
2072800,-0.94
2072900,-0.98
2073000,-1.0
2073100,-1.0
2073200,-0.96
2073300,-1.0
2073400,-0.94
2073500,-0.96
2073600,-1.0
2073700,-1.0
2073800,-0.98
2073900,-1.0
2074000,-0.98
2074100,-0.94
2074200,-1.0
2074300,-1.0
2074400,-1.0
2074500,-0.98
2074600,-0.96
2074700,-0.98
2074800,-0.96
2074900,-1.0
2075000,-1.0
2075100,-0.96
2075200,-0.98
2075300,-1.0
2075400,-1.0
2075500,-0.96
2075600,-1.0
2075700,-0.96
2075800,-1.0
2075900,-1.0
2076000,-0.98
2076100,-0.96
2076200,-1.0
2076300,-0.96
2076400,-0.96
2076500,-0.94
2076600,-1.0
2076700,-1.0
2076800,-1.0
2076900,-0.98
2077000,-0.98
2077100,-0.98
2077200,-0.98
2077300,-0.94
2077400,-0.98
2077500,-1.0
2077600,-0.98
2077700,-0.98
2077800,-1.0
2077900,-0.98
2078000,-1.0
2078100,-1.0
2078200,-0.98
2078300,-1.0
2078400,-0.96
2078500,-0.98
2078600,-0.98
2078700,-1.0
2078800,-1.0
2078900,-0.98
2079000,-0.96
2079100,-0.92
2079200,-0.62
2079300,-1.0
2079400,-0.94
2079500,-0.98
2079600,-0.98
2079700,-0.96
2079800,-0.98
2079900,-0.98
2080000,-1.0
2080100,-1.0
2080200,-1.0
2080300,-1.0
2080400,-1.0
2080500,-0.96
2080600,-0.98
2080700,-0.96
2080800,-0.98
2080900,-0.98
2081000,-1.0
2081100,-0.96
2081200,-1.0
2081300,-0.96
2081400,-0.96
2081500,-0.96
2081600,-0.92
2081700,-0.96
2081800,-1.0
2081900,-0.88
2082000,-0.96
2082100,-1.0
2082200,-0.98
2082300,-0.94
2082400,-0.96
2082500,-0.98
2082600,-0.98
2082700,-0.96
2082800,-1.0
2082900,-1.0
2083000,-0.96
2083100,-1.0
2083200,-0.98
2083300,-1.0
2083400,-1.0
2083500,-0.98
2083600,-0.94
2083700,-0.98
2083800,-0.98
2083900,-1.0
2084000,-1.0
2084100,-0.98
2084200,-0.98
2084300,-0.92
2084400,-0.98
2084500,-0.84
2084600,-0.96
2084700,-1.0
2084800,-1.0
2084900,-1.0
2085000,-0.98
2085100,-0.98
2085200,-1.0
2085300,-1.0
2085400,-1.0
2085500,-0.98
2085600,-1.0
2085700,-0.96
2085800,-0.98
2085900,-0.98
2086000,-1.0
2086100,-1.0
2086200,-0.94
2086300,-1.0
2086400,-1.0
2086500,-1.0
2086600,-0.96
2086700,-0.96
2086800,-0.96
2086900,-0.98
2087000,-0.98
2087100,-0.98
2087200,-0.98
2087300,-0.98
2087400,-0.98
2087500,-0.88
2087600,-0.96
2087700,-0.96
2087800,-0.94
2087900,-1.0
2088000,-1.0
2088100,-0.98
2088200,-0.92
2088300,-0.98
2088400,-0.98
2088500,-0.98
2088600,-0.96
2088700,-1.0
2088800,-0.92
2088900,-0.98
2089000,-0.98
2089100,-0.98
2089200,-0.92
2089300,-1.0
2089400,-0.94
2089500,-0.98
2089600,-0.98
2089700,-0.94
2089800,-0.94
2089900,-0.96
2090000,-0.96
2090100,-1.0
2090200,-1.0
2090300,-0.98
2090400,-0.98
2090500,-1.0
2090600,-1.0
2090700,-0.96
2090800,-1.0
2090900,-0.98
2091000,-0.98
2091100,-1.0
2091200,-1.0
2091300,-1.0
2091400,-1.0
2091500,-0.98
2091600,-0.98
2091700,-1.0
2091800,-0.88
2091900,-0.9
2092000,-1.0
2092100,-0.96
2092200,-1.0
2092300,-0.98
2092400,-0.92
2092500,-0.96
2092600,-1.0
2092700,-1.0
2092800,-0.96
2092900,-1.0
2093000,-0.9
2093100,-0.98
2093200,-0.94
2093300,-1.0
2093400,-0.9
2093500,-0.98
2093600,-0.98
2093700,-0.98
2093800,-0.98
2093900,-0.98
2094000,-1.0
2094100,-1.0
2094200,-0.98
2094300,-0.98
2094400,-1.0
2094500,-1.0
2094600,-1.0
2094700,-0.98
2094800,-1.0
2094900,-0.98
2095000,-0.98
2095100,-1.0
2095200,-0.98
2095300,-1.0
2095400,-1.0
2095500,-1.0
2095600,-0.96
2095700,-0.96
2095800,-0.98
2095900,-0.96
2096000,-0.94
2096100,-0.98
2096200,-0.98
2096300,-0.96
2096400,-0.98
2096500,-0.96
2096600,-1.0
2096700,-0.98
2096800,-1.0
2096900,-0.98
2097000,-0.96
2097100,-0.98
2097200,-0.96
2097300,-0.98
2097400,-1.0
2097500,-0.98
2097600,-1.0
2097700,-0.98
2097800,-0.94
2097900,-0.98
2098000,-1.0
2098100,-0.96
2098200,-0.98
2098300,-0.98
2098400,-0.98
2098500,-1.0
2098600,-0.94
2098700,-1.0
2098800,-0.98
2098900,-1.0
2099000,-0.96
2099100,-1.0
2099200,-0.98
2099300,-0.98
2099400,-0.92
2099500,-0.96
2099600,-0.84
2099700,-1.0
2099800,-1.0
2099900,-0.96
2100000,-0.98
2100100,-0.98
2100200,-0.94
2100300,-1.0
2100400,-0.98
2100500,-0.94
2100600,-1.0
2100700,-1.0
2100800,-0.98
2100900,-0.98
2101000,-0.96
2101100,-1.0
2101200,-1.0
2101300,-1.0
2101400,-1.0
2101500,-0.96
2101600,-0.92
2101700,-1.0
2101800,-0.98
2101900,-1.0
2102000,-1.0
2102100,-1.0
2102200,-0.96
2102300,-0.98
2102400,-1.0
2102500,-0.98
2102600,-0.98
2102700,-0.96
2102800,-1.0
2102900,-1.0
2103000,-1.0
2103100,-0.98
2103200,-0.98
2103300,-0.96
2103400,-0.96
2103500,-0.9
2103600,-1.0
2103700,-1.0
2103800,-0.98
2103900,-0.98
2104000,-0.96
2104100,-1.0
2104200,-0.98
2104300,-0.96
2104400,-1.0
2104500,-0.96
2104600,-1.0
2104700,-1.0
2104800,-1.0
2104900,-0.98
2105000,-1.0
2105100,-0.98
2105200,-0.98
2105300,-0.98
2105400,-0.98
2105500,-0.92
2105600,-0.98
2105700,-1.0
2105800,-0.96
2105900,-1.0
2106000,-0.96
2106100,-1.0
2106200,-0.96
2106300,-1.0
2106400,-0.96
2106500,-0.88
2106600,-0.98
2106700,-0.96
2106800,-0.94
2106900,-1.0
2107000,-0.98
2107100,-0.96
2107200,-0.96
2107300,-0.98
2107400,-1.0
2107500,-1.0
2107600,-0.96
2107700,-1.0
2107800,-1.0
2107900,-0.94
2108000,-0.88
2108100,-0.98
2108200,-1.0
2108300,-0.98
2108400,-0.92
2108500,-0.98
2108600,-1.0
2108700,-0.98
2108800,-1.0
2108900,-1.0
2109000,-0.92
2109100,-0.96
2109200,-1.0
2109300,-1.0
2109400,-0.96
2109500,-0.98
2109600,-0.98
2109700,-0.96
2109800,-0.94
2109900,-1.0
2110000,-0.98
2110100,-1.0
2110200,-0.98
2110300,-1.0
2110400,-0.96
2110500,-0.94
2110600,-0.94
2110700,-0.98
2110800,-0.96
2110900,-0.98
2111000,-0.98
2111100,-1.0
2111200,-1.0
2111300,-0.96
2111400,-0.92
2111500,-0.98
2111600,-0.94
2111700,-0.98
2111800,-0.92
2111900,-1.0
2112000,-0.92
2112100,-0.94
2112200,-0.98
2112300,-0.98
2112400,-0.98
2112500,-0.98
2112600,-0.98
2112700,-1.0
2112800,-0.94
2112900,-0.96
2113000,-0.98
2113100,-0.98
2113200,-0.88
2113300,-1.0
2113400,-0.98
2113500,-0.98
2113600,-0.98
2113700,-0.98
2113800,-0.98
2113900,-0.96
2114000,-0.98
2114100,-0.96
2114200,-0.96
2114300,-0.98
2114400,-0.98
2114500,-0.86
2114600,-0.98
2114700,-0.96
2114800,-1.0
2114900,-0.96
2115000,-1.0
2115100,-1.0
2115200,-0.98
2115300,-0.98
2115400,-0.98
2115500,-1.0
2115600,-0.94
2115700,-1.0
2115800,-1.0
2115900,-0.98
2116000,-1.0
2116100,-0.98
2116200,-0.98
2116300,-0.98
2116400,-0.98
2116500,-0.94
2116600,-1.0
2116700,-0.94
2116800,-0.96
2116900,-0.98
2117000,-0.98
2117100,-1.0
2117200,-0.98
2117300,-0.92
2117400,-0.98
2117500,-0.96
2117600,-0.98
2117700,-1.0
2117800,-0.94
2117900,-1.0
2118000,-0.98
2118100,-0.98
2118200,-1.0
2118300,-0.98
2118400,-0.94
2118500,-1.0
2118600,-0.98
2118700,-0.98
2118800,-0.94
2118900,-1.0
2119000,-0.98
2119100,-0.96
2119200,-0.98
2119300,-0.98
2119400,-0.98
2119500,-0.94
2119600,-0.96
2119700,-0.98
2119800,-0.96
2119900,-0.9
2120000,-0.98
2120100,-0.94
2120200,-1.0
2120300,-1.0
2120400,-1.0
2120500,-1.0
2120600,-1.0
2120700,-0.92
2120800,-0.94
2120900,-0.98
2121000,-0.96
2121100,-0.84
2121200,-1.0
2121300,-0.94
2121400,-1.0
2121500,-0.96
2121600,-0.96
2121700,-1.0
2121800,-0.96
2121900,-0.92
2122000,-1.0
2122100,-0.98
2122200,-1.0
2122300,-0.96
2122400,-1.0
2122500,-0.96
2122600,-0.86
2122700,-0.94
2122800,-0.92
2122900,-0.98
2123000,-0.96
2123100,-0.96
2123200,-0.96
2123300,-0.98
2123400,-1.0
2123500,-0.92
2123600,-0.96
2123700,-1.0
2123800,-1.0
2123900,-0.96
2124000,-0.98
2124100,-1.0
2124200,-0.98
2124300,-0.92
2124400,-0.98
2124500,-1.0
2124600,-0.96
2124700,-0.9
2124800,-0.98
2124900,-0.96
2125000,-1.0
2125100,-0.88
2125200,-0.98
2125300,-0.98
2125400,-0.98
2125500,-0.98
2125600,-0.98
2125700,-0.98
2125800,-0.96
2125900,-0.96
2126000,-1.0
2126100,-0.98
2126200,-1.0
2126300,-0.94
2126400,-1.0
2126500,-0.98
2126600,-0.9
2126700,-0.98
2126800,-0.98
2126900,-0.98
2127000,-1.0
2127100,-1.0
2127200,-0.94
2127300,-1.0
2127400,-1.0
2127500,-0.98
2127600,-1.0
2127700,-0.96
2127800,-0.98
2127900,-1.0
2128000,-1.0
2128100,-0.94
2128200,-1.0
2128300,-1.0
2128400,-0.94
2128500,-1.0
2128600,-0.94
2128700,-0.96
2128800,-0.96
2128900,-0.98
2129000,-0.96
2129100,-0.98
2129200,-0.98
2129300,-0.96
2129400,-1.0
2129500,-0.98
2129600,-0.98
2129700,-0.96
2129800,-0.98
2129900,-0.96
2130000,-0.98
2130100,-0.96
2130200,-0.96
2130300,-0.98
2130400,-1.0
2130500,-0.98
2130600,-0.96
2130700,-1.0
2130800,-1.0
2130900,-0.98
2131000,-1.0
2131100,-0.96
2131200,-0.88
2131300,-0.94
2131400,-1.0
2131500,-1.0
2131600,-1.0
2131700,-0.98
2131800,-0.96
2131900,-0.96
2132000,-0.98
2132100,-0.96
2132200,-0.98
2132300,-1.0
2132400,-0.98
2132500,-0.92
2132600,-0.98
2132700,-1.0
2132800,-1.0
2132900,-1.0
2133000,-0.96
2133100,-1.0
2133200,-0.96
2133300,-0.94
2133400,-0.98
2133500,-0.98
2133600,-1.0
2133700,-1.0
2133800,-0.98
2133900,-1.0
2134000,-1.0
2134100,-0.98
2134200,-1.0
2134300,-0.98
2134400,-0.98
2134500,-0.88
2134600,-1.0
2134700,-0.94
2134800,-0.98
2134900,-0.96
2135000,-0.96
2135100,-0.94
2135200,-1.0
2135300,-0.94
2135400,-1.0
2135500,-0.98
2135600,-1.0
2135700,-0.94
2135800,-0.96
2135900,-0.94
2136000,-1.0
2136100,-1.0
2136200,-1.0
2136300,-1.0
2136400,-0.96
2136500,-0.96
2136600,-1.0
2136700,-1.0
2136800,-0.96
2136900,-0.96
2137000,-1.0
2137100,-0.98
2137200,-0.96
2137300,-0.92
2137400,-0.98
2137500,-0.94
2137600,-0.98
2137700,-0.98
2137800,-1.0
2137900,-0.98
2138000,-0.98
2138100,-0.94
2138200,-0.9
2138300,-0.94
2138400,-1.0
2138500,-0.96
2138600,-1.0
2138700,-0.94
2138800,-1.0
2138900,-1.0
2139000,-0.86
2139100,-0.98
2139200,-1.0
2139300,-0.98
2139400,-0.84
2139500,-0.96
2139600,-1.0
2139700,-0.98
2139800,-0.96
2139900,-0.94
2140000,-1.0
2140100,-0.96
2140200,-1.0
2140300,-0.96
2140400,-0.94
2140500,-0.98
2140600,-1.0
2140700,-0.96
2140800,-0.98
2140900,-0.94
2141000,-1.0
2141100,-1.0
2141200,-1.0
2141300,-0.94
2141400,-1.0
2141500,-0.98
2141600,-0.96
2141700,-0.98
2141800,-0.98
2141900,-0.92
2142000,-1.0
2142100,-0.98
2142200,-1.0
2142300,-0.9
2142400,-0.96
2142500,-0.96
2142600,-0.92
2142700,-1.0
2142800,-0.98
2142900,-0.98
2143000,-1.0
2143100,-1.0
2143200,-0.96
2143300,-0.98
2143400,-0.98
2143500,-1.0
2143600,-0.98
2143700,-0.84
2143800,-1.0
2143900,-0.96
2144000,-0.98
2144100,-0.98
2144200,-0.86
2144300,-0.98
2144400,-0.86
2144500,-1.0
2144600,-0.96
2144700,-0.8
2144800,-0.94
2144900,-0.96
2145000,-0.98
2145100,-1.0
2145200,-0.98
2145300,-0.96
2145400,-0.96
2145500,-0.7
2145600,-0.92
2145700,-0.96
2145800,-0.98
2145900,-0.98
2146000,-0.96
2146100,-0.94
2146200,-0.96
2146300,-0.98
2146400,-0.9
2146500,-1.0
2146600,-0.96
2146700,-0.96
2146800,-0.96
2146900,-0.92
2147000,-0.98
2147100,-0.96
2147200,-0.98
2147300,-1.0
2147400,-0.96
2147500,-1.0
2147600,-1.0
2147700,-0.94
2147800,-1.0
2147900,-0.84
2148000,-0.92
2148100,-0.96
2148200,-0.96
2148300,-1.0
2148400,-0.94
2148500,-1.0
2148600,-0.96
2148700,-0.98
2148800,-0.96
2148900,-0.92
2149000,-0.94
2149100,-1.0
2149200,-0.9
2149300,-1.0
2149400,-1.0
2149500,-1.0
2149600,-0.96
2149700,-0.96
2149800,-1.0
2149900,-0.98
2150000,-1.0
2150100,-0.98
2150200,-1.0
2150300,-1.0
2150400,-0.94
2150500,-0.94
2150600,-0.92
2150700,-0.96
2150800,-1.0
2150900,-1.0
2151000,-0.92
2151100,-0.98
2151200,-0.98
2151300,-1.0
2151400,-0.92
2151500,-0.96
2151600,-0.98
2151700,-0.94
2151800,-1.0
2151900,-0.98
2152000,-0.94
2152100,-0.94
2152200,-0.94
2152300,-0.98
2152400,-1.0
2152500,-1.0
2152600,-0.98
2152700,-0.92
2152800,-0.98
2152900,-0.9
2153000,-0.94
2153100,-1.0
2153200,-0.9
2153300,-0.84
2153400,-0.98
2153500,-1.0
2153600,-0.96
2153700,-0.98
2153800,-0.98
2153900,-1.0
2154000,-0.96
2154100,-1.0
2154200,-0.98
2154300,-0.96
2154400,-0.92
2154500,-0.98
2154600,-1.0
2154700,-0.98
2154800,-0.98
2154900,-0.96
2155000,-1.0
2155100,-1.0
2155200,-0.98
2155300,-0.94
2155400,-0.96
2155500,-1.0
2155600,-0.98
2155700,-0.94
2155800,-1.0
2155900,-0.98
2156000,-0.9
2156100,-0.98
2156200,-0.98
2156300,-1.0
2156400,-0.98
2156500,-1.0
2156600,-1.0
2156700,-1.0
2156800,-1.0
2156900,-0.98
2157000,-0.96
2157100,-0.98
2157200,-0.88
2157300,-1.0
2157400,-0.98
2157500,-0.98
2157600,-1.0
2157700,-1.0
2157800,-1.0
2157900,-1.0
2158000,-1.0
2158100,-0.96
2158200,-1.0
2158300,-0.92
2158400,-0.98
2158500,-1.0
2158600,-1.0
2158700,-0.98
2158800,-0.94
2158900,-0.98
2159000,-1.0
2159100,-1.0
2159200,-0.98
2159300,-1.0
2159400,-1.0
2159500,-0.98
2159600,-0.94
2159700,-0.92
2159800,-0.96
2159900,-1.0
2160000,-0.98
2160100,-0.92
2160200,-0.94
2160300,-1.0
2160400,-0.98
2160500,-0.96
2160600,-0.94
2160700,-1.0
2160800,-0.9
2160900,-0.98
2161000,-0.98
2161100,-0.98
2161200,-1.0
2161300,-0.98
2161400,-0.94
2161500,-1.0
2161600,-1.0
2161700,-0.96
2161800,-0.92
2161900,-0.94
2162000,-1.0
2162100,-1.0
2162200,-0.96
2162300,-0.92
2162400,-1.0
2162500,-1.0
2162600,-0.94
2162700,-0.96
2162800,-0.98
2162900,-0.96
2163000,-0.92
2163100,-1.0
2163200,-1.0
2163300,-0.98
2163400,-0.98
2163500,-0.94
2163600,-1.0
2163700,-0.98
2163800,-1.0
2163900,-1.0
2164000,-0.98
2164100,-0.98
2164200,-0.92
2164300,-1.0
2164400,-0.98
2164500,-0.98
2164600,-1.0
2164700,-0.96
2164800,-1.0
2164900,-0.94
2165000,-0.94
2165100,-1.0
2165200,-0.88
2165300,-0.98
2165400,-0.98
2165500,-0.96
2165600,-0.96
2165700,-1.0
2165800,-0.92
2165900,-0.98
2166000,-1.0
2166100,-1.0
2166200,-0.94
2166300,-0.92
2166400,-0.96
2166500,-1.0
2166600,-0.98
2166700,-0.94
2166800,-0.9
2166900,-1.0
2167000,-0.96
2167100,-0.96
2167200,-0.92
2167300,-0.86
2167400,-0.98
2167500,-1.0
2167600,-1.0
2167700,-1.0
2167800,-1.0
2167900,-1.0
2168000,-0.96
2168100,-0.98
2168200,-0.96
2168300,-0.96
2168400,-1.0
2168500,-0.9
2168600,-0.98
2168700,-1.0
2168800,-0.98
2168900,-0.96
2169000,-1.0
2169100,-0.96
2169200,-0.92
2169300,-1.0
2169400,-0.9
2169500,-0.98
2169600,-0.98
2169700,-1.0
2169800,-1.0
2169900,-0.96
2170000,-1.0
2170100,-0.98
2170200,-0.98
2170300,-0.92
2170400,-0.98
2170500,-0.9
2170600,-1.0
2170700,-0.98
2170800,-1.0
2170900,-0.94
2171000,-0.88
2171100,-0.92
2171200,-1.0
2171300,-0.92
2171400,-0.98
2171500,-1.0
2171600,-0.98
2171700,-0.98
2171800,-0.98
2171900,-0.94
2172000,-0.92
2172100,-0.98
2172200,-0.94
2172300,-0.94
2172400,-1.0
2172500,-0.96
2172600,-0.98
2172700,-0.98
2172800,-0.98
2172900,-0.98
2173000,-0.98
2173100,-0.98
2173200,-0.98
2173300,-0.94
2173400,-0.92
2173500,-0.9
2173600,-0.96
2173700,-0.96
2173800,-0.98
2173900,-0.96
2174000,-1.0
2174100,-0.9
2174200,-1.0
2174300,-0.96
2174400,-0.98
2174500,-1.0
2174600,-1.0
2174700,-0.94
2174800,-0.98
2174900,-0.98
2175000,-1.0
2175100,-0.98
2175200,-1.0
2175300,-0.94
2175400,-0.96
2175500,-1.0
2175600,-0.98
2175700,-1.0
2175800,-1.0
2175900,-0.98
2176000,-1.0
2176100,-0.92
2176200,-0.98
2176300,-0.96
2176400,-1.0
2176500,-0.96
2176600,-1.0
2176700,-1.0
2176800,-0.92
2176900,-0.98
2177000,-0.96
2177100,-1.0
2177200,-0.96
2177300,-0.98
2177400,-1.0
2177500,-1.0
2177600,-0.8
2177700,-0.98
2177800,-1.0
2177900,-0.98
2178000,-1.0
2178100,-0.96
2178200,-0.98
2178300,-1.0
2178400,-0.9
2178500,-0.96
2178600,-1.0
2178700,-0.94
2178800,-0.88
2178900,-0.96
2179000,-1.0
2179100,-1.0
2179200,-1.0
2179300,-1.0
2179400,-1.0
2179500,-0.98
2179600,-1.0
2179700,-0.96
2179800,-0.98
2179900,-0.92
2180000,-1.0
2180100,-0.9
2180200,-1.0
2180300,-0.96
2180400,-0.96
2180500,-0.94
2180600,-0.96
2180700,-1.0
2180800,-0.84
2180900,-0.98
2181000,-1.0
2181100,-0.96
