k,m
1283700,0.96
1283800,1.0
1283900,0.96
1284000,0.98
1284100,0.98
1284200,0.98
1284300,1.0
1284400,0.94
1284500,0.98
1284600,0.98
1284700,0.84
1284800,0.96
1284900,1.0
1285000,0.98
1285100,0.98
1285200,0.96
1285300,0.9
1285400,0.94
1285500,0.98
1285600,0.98
1285700,0.98
1285800,0.98
1285900,1.0
1286000,0.98
1286100,0.94
1286200,0.98
1286300,0.94
1286400,1.0
1286500,0.98
1286600,0.96
1286700,0.92
1286800,0.96
1286900,1.0
1287000,0.78
1287100,0.96
1287200,0.94
1287300,0.94
1287400,0.98
1287500,0.98
1287600,0.98
1287700,0.98
1287800,1.0
1287900,0.82
1288000,0.94
1288100,0.98
1288200,0.96
1288300,0.98
1288400,0.98
1288500,1.0
1288600,0.98
1288700,0.98
1288800,1.0
1288900,0.98
1289000,0.96
1289100,0.96
1289200,0.96
1289300,1.0
1289400,1.0
1289500,0.98
1289600,1.0
1289700,0.98
1289800,0.98
1289900,0.98
1290000,0.94
1290100,0.98
1290200,0.94
1290300,0.98
1290400,0.94
1290500,0.96
1290600,0.98
1290700,0.98
1290800,1.0
1290900,0.96
1291000,0.94
1291100,1.0
1291200,1.0
1291300,0.96
1291400,1.0
1291500,1.0
1291600,1.0
1291700,1.0
1291800,1.0
1291900,0.96
1292000,0.98
1292100,0.94
1292200,0.94
1292300,0.98
1292400,0.98
1292500,1.0
1292600,1.0
1292700,0.98
1292800,1.0
1292900,1.0
1293000,1.0
1293100,0.96
1293200,0.96
1293300,0.94
1293400,0.96
1293500,1.0
1293600,0.98
1293700,0.94
1293800,0.98
1293900,0.98
1294000,0.96
1294100,1.0
1294200,1.0
1294300,1.0
1294400,0.98
1294500,0.94
1294600,0.92
1294700,0.96
1294800,1.0
1294900,0.9
1295000,0.96
1295100,0.86
1295200,0.96
1295300,1.0
1295400,1.0
1295500,1.0
1295600,0.92
1295700,1.0
1295800,0.92
1295900,1.0
1296000,1.0
1296100,0.94
1296200,0.96
1296300,0.98
1296400,0.98
1296500,0.96
1296600,0.92
1296700,1.0
1296800,0.92
1296900,1.0
1297000,0.96
1297100,0.98
1297200,1.0
1297300,0.94
1297400,1.0
1297500,0.96
1297600,0.94
1297700,0.96
1297800,0.98
1297900,0.98
1298000,0.96
1298100,1.0
1298200,0.98
1298300,0.94
1298400,1.0
1298500,1.0
1298600,0.96
1298700,0.98
1298800,0.98
1298900,1.0
1299000,0.94
1299100,0.98
1299200,0.98
1299300,0.96
1299400,0.88
1299500,1.0
1299600,0.96
1299700,0.98
1299800,0.98
1299900,0.88
1300000,1.0
1300100,0.98
1300200,1.0
1300300,0.98
1300400,0.96
1300500,0.94
1300600,0.84
1300700,0.96
1300800,0.96
1300900,1.0
1301000,1.0
1301100,0.98
1301200,1.0
1301300,0.98
1301400,0.98
1301500,0.98
1301600,0.96
1301700,0.94
1301800,0.98
1301900,1.0
1302000,0.98
1302100,0.98
1302200,1.0
1302300,0.98
1302400,0.96
1302500,1.0
1302600,0.88
1302700,1.0
1302800,1.0
1302900,0.98
1303000,0.96
1303100,0.96
1303200,0.98
1303300,1.0
1303400,0.98
1303500,0.98
1303600,0.98
1303700,1.0
1303800,0.92
1303900,0.94
1304000,1.0
1304100,1.0
1304200,0.94
1304300,0.98
1304400,1.0
1304500,0.96
1304600,0.98
1304700,0.98
1304800,1.0
1304900,1.0
1305000,0.98
1305100,1.0
1305200,0.92
1305300,0.96
1305400,0.96
1305500,0.98
1305600,0.98
1305700,0.98
1305800,0.94
1305900,1.0
1306000,1.0
1306100,1.0
1306200,0.96
1306300,0.96
1306400,0.98
1306500,1.0
1306600,0.98
1306700,0.9
1306800,1.0
1306900,1.0
1307000,1.0
1307100,1.0
1307200,0.94
1307300,0.98
1307400,0.96
1307500,0.94
1307600,0.9
1307700,0.94
1307800,1.0
1307900,0.98
1308000,0.98
1308100,0.98
1308200,0.96
1308300,0.96
1308400,0.98
1308500,1.0
1308600,0.94
1308700,0.94
1308800,0.98
1308900,0.98
1309000,0.98
1309100,1.0
1309200,1.0
1309300,0.98
1309400,1.0
1309500,1.0
1309600,0.98
1309700,0.96
1309800,0.96
1309900,0.9
1310000,0.84
1310100,1.0
1310200,1.0
1310300,0.92
1310400,1.0
1310500,0.94
1310600,1.0
1310700,0.94
1310800,1.0
1310900,0.96
1311000,0.9
1311100,0.98
1311200,0.98
1311300,0.82
1311400,0.98
1311500,0.9
1311600,0.92
1311700,1.0
1311800,0.98
1311900,0.98
1312000,1.0
1312100,0.98
1312200,0.96
1312300,1.0
1312400,0.98
1312500,0.98
1312600,1.0
1312700,1.0
1312800,0.94
1312900,0.96
1313000,0.98
1313100,0.92
1313200,1.0
1313300,0.96
1313400,0.98
1313500,1.0
1313600,0.96
1313700,1.0
1313800,0.98
1313900,0.96
1314000,0.98
1314100,0.96
1314200,1.0
1314300,0.98
1314400,1.0
1314500,0.98
1314600,1.0
1314700,0.98
1314800,0.94
1314900,0.98
1315000,1.0
1315100,0.92
1315200,1.0
1315300,0.98
1315400,0.98
1315500,0.94
1315600,0.96
1315700,0.94
1315800,0.94
1315900,0.96
1316000,0.94
1316100,0.98
1316200,0.98
1316300,1.0
1316400,1.0
1316500,1.0
1316600,0.9
1316700,0.98
1316800,1.0
1316900,0.98
1317000,1.0
1317100,0.98
1317200,0.98
1317300,1.0
1317400,0.96
1317500,1.0
1317600,0.98
1317700,0.96
1317800,1.0
1317900,0.96
1318000,0.98
1318100,1.0
1318200,0.98
1318300,0.84
1318400,0.98
1318500,0.94
1318600,1.0
1318700,0.98
1318800,1.0
1318900,1.0
1319000,0.98
1319100,1.0
1319200,0.96
1319300,0.94
1319400,0.92
1319500,0.98
1319600,0.98
1319700,0.98
1319800,0.94
1319900,0.98
1320000,0.98
1320100,0.92
1320200,1.0
1320300,1.0
1320400,0.96
1320500,0.96
1320600,0.94
1320700,1.0
1320800,0.96
1320900,0.9
1321000,0.96
1321100,0.98
1321200,0.96
1321300,0.94
1321400,0.96
1321500,0.96
1321600,0.98
1321700,0.92
1321800,0.98
1321900,1.0
1322000,0.98
1322100,0.9
1322200,0.9
1322300,1.0
1322400,0.96
1322500,1.0
1322600,0.84
1322700,1.0
1322800,0.92
1322900,1.0
1323000,1.0
1323100,1.0
1323200,1.0
1323300,0.98
1323400,0.96
1323500,1.0
1323600,1.0
1323700,0.98
1323800,0.94
1323900,1.0
1324000,1.0
1324100,0.98
1324200,1.0
1324300,1.0
1324400,0.98
1324500,0.9
1324600,0.98
1324700,1.0
1324800,0.94
1324900,0.96
1325000,0.98
1325100,0.96
1325200,1.0
1325300,0.92
1325400,0.98
1325500,0.9
1325600,0.72
1325700,0.98
1325800,0.98
1325900,1.0
1326000,0.98
1326100,0.98
1326200,0.94
1326300,0.96
1326400,0.98
1326500,1.0
1326600,0.98
1326700,0.94
1326800,0.92
1326900,0.94
1327000,1.0
1327100,0.98
1327200,0.94
1327300,0.96
1327400,0.96
1327500,0.98
1327600,0.98
1327700,0.96
1327800,1.0
1327900,0.76
1328000,1.0
1328100,1.0
1328200,0.9
1328300,0.96
1328400,0.96
1328500,1.0
1328600,1.0
1328700,1.0
1328800,1.0
1328900,0.94
1329000,0.92
1329100,0.96
1329200,1.0
1329300,0.96
1329400,0.94
1329500,0.98
1329600,0.94
1329700,1.0
1329800,1.0
1329900,0.9
1330000,0.98
1330100,0.96
1330200,0.98
1330300,1.0
1330400,0.98
1330500,0.98
1330600,0.98
1330700,1.0
1330800,1.0
1330900,0.96
1331000,1.0
1331100,1.0
1331200,0.98
1331300,0.96
1331400,1.0
1331500,0.98
1331600,1.0
1331700,0.96
1331800,0.98
1331900,0.9
1332000,1.0
1332100,0.96
1332200,0.92
1332300,0.96
1332400,1.0
1332500,1.0
1332600,0.94
1332700,0.94
1332800,0.98
1332900,1.0
1333000,0.96
1333100,0.96
1333200,0.96
1333300,1.0
1333400,0.94
1333500,1.0
1333600,0.96
1333700,0.94
1333800,0.92
1333900,0.96
1334000,0.98
1334100,0.94
1334200,0.86
1334300,0.98
1334400,0.96
1334500,1.0
1334600,0.94
1334700,0.98
1334800,0.9
1334900,0.92
1335000,0.94
1335100,0.98
1335200,0.98
1335300,0.98
1335400,1.0
1335500,0.98
1335600,0.98
1335700,0.96
1335800,1.0
1335900,0.98
1336000,0.78
1336100,0.96
1336200,0.98
1336300,1.0
1336400,0.98
1336500,0.96
1336600,0.98
1336700,0.98
1336800,0.98
1336900,0.98
1337000,1.0
1337100,1.0
1337200,1.0
1337300,0.96
1337400,1.0
1337500,0.96
1337600,0.98
1337700,1.0
1337800,0.94
1337900,0.96
1338000,0.98
1338100,0.94
1338200,0.98
1338300,0.98
1338400,1.0
1338500,0.96
1338600,1.0
1338700,0.98
1338800,0.98
1338900,0.98
1339000,0.98
1339100,1.0
1339200,1.0
1339300,0.96
1339400,0.96
1339500,0.98
1339600,0.96
1339700,1.0
1339800,0.86
1339900,0.98
1340000,0.96
1340100,0.98
1340200,0.98
1340300,1.0
1340400,0.98
1340500,0.96
1340600,1.0
1340700,1.0
1340800,1.0
1340900,0.98
1341000,1.0
1341100,0.94
1341200,1.0
1341300,0.94
1341400,0.98
1341500,0.98
1341600,0.98
1341700,1.0
1341800,1.0
1341900,1.0
1342000,1.0
1342100,0.92
1342200,1.0
1342300,0.98
1342400,0.98
1342500,0.96
1342600,1.0
1342700,1.0
1342800,0.86
1342900,0.96
1343000,0.98
1343100,0.92
1343200,0.98
1343300,1.0
1343400,0.96
1343500,0.98
1343600,1.0
1343700,1.0
1343800,0.98
1343900,0.94
1344000,0.88
1344100,0.98
1344200,1.0
1344300,0.94
1344400,0.94
1344500,0.9
1344600,1.0
1344700,0.98
1344800,1.0
1344900,0.98
1345000,0.94
1345100,1.0
1345200,0.9
1345300,1.0
1345400,0.92
1345500,0.88
1345600,1.0
1345700,0.96
1345800,0.92
1345900,1.0
1346000,0.98
1346100,0.96
1346200,0.86
1346300,1.0
1346400,0.98
1346500,0.98
1346600,0.96
1346700,1.0
1346800,0.98
1346900,0.98
1347000,0.98
1347100,0.94
1347200,0.96
1347300,0.96
1347400,0.96
1347500,1.0
1347600,0.96
1347700,0.98
1347800,1.0
1347900,1.0
1348000,1.0
1348100,0.98
1348200,0.98
1348300,0.96
1348400,1.0
1348500,1.0
1348600,1.0
1348700,0.98
1348800,0.96
1348900,0.96
1349000,1.0
1349100,0.92
1349200,0.96
1349300,0.96
1349400,0.94
1349500,0.98
1349600,0.98
1349700,0.92
1349800,0.94
1349900,0.96
1350000,0.98
1350100,1.0
1350200,1.0
1350300,1.0
1350400,1.0
1350500,0.94
1350600,1.0
1350700,1.0
1350800,1.0
1350900,0.96
1351000,0.98
1351100,1.0
1351200,0.98
1351300,0.98
1351400,0.96
1351500,0.92
1351600,0.96
1351700,1.0
1351800,0.98
1351900,0.96
1352000,0.96
1352100,1.0
1352200,1.0
1352300,1.0
1352400,0.96
1352500,0.9
1352600,0.98
1352700,0.98
1352800,1.0
1352900,1.0
1353000,1.0
1353100,1.0
1353200,0.94
1353300,0.98
1353400,0.96
1353500,0.96
1353600,1.0
1353700,0.94
1353800,0.98
1353900,0.94
1354000,1.0
1354100,0.98
1354200,1.0
1354300,1.0
1354400,1.0
1354500,1.0
1354600,0.98
1354700,0.98
1354800,0.94
1354900,0.96
1355000,0.94
1355100,0.96
1355200,1.0
1355300,0.92
1355400,0.98
1355500,0.98
1355600,0.96
1355700,0.98
1355800,0.96
1355900,1.0
1356000,0.96
1356100,1.0
1356200,1.0
1356300,0.98
1356400,0.9
1356500,0.98
1356600,0.96
1356700,0.92
1356800,1.0
1356900,0.98
1357000,1.0
1357100,0.96
1357200,1.0
1357300,0.98
1357400,0.92
1357500,0.98
1357600,0.94
1357700,0.94
1357800,1.0
1357900,0.94
1358000,1.0
1358100,1.0
1358200,1.0
1358300,1.0
1358400,0.98
1358500,1.0
1358600,0.98
1358700,0.94
1358800,0.98
1358900,0.92
1359000,0.96
1359100,0.98
1359200,0.88
1359300,1.0
1359400,0.96
1359500,1.0
1359600,0.98
1359700,0.96
1359800,1.0
1359900,1.0
1360000,0.98
1360100,0.92
1360200,0.96
1360300,0.94
1360400,1.0
1360500,0.96
1360600,1.0
1360700,0.98
1360800,1.0
1360900,0.98
1361000,1.0
1361100,1.0
1361200,0.98
1361300,0.98
1361400,1.0
1361500,0.98
1361600,0.96
1361700,0.98
1361800,0.96
1361900,1.0
1362000,0.98
1362100,1.0
1362200,0.92
1362300,0.94
1362400,0.98
1362500,1.0
1362600,0.98
1362700,1.0
1362800,0.96
1362900,0.98
1363000,0.92
1363100,0.98
1363200,1.0
1363300,0.94
1363400,0.98
1363500,1.0
1363600,0.98
1363700,0.96
1363800,1.0
1363900,1.0
1364000,0.98
1364100,0.9
1364200,-0.98
1364300,-1.0
1364400,-0.98
1364500,-0.96
1364600,-1.0
1364700,-0.98
1364800,-1.0
1364900,-1.0
1365000,-0.96
1365100,-1.0
1365200,-1.0
1365300,-0.86
1365400,-0.92
1365500,-0.94
1365600,-1.0
1365700,-0.98
1365800,-1.0
1365900,-0.88
1366000,-0.96
1366100,-0.96
1366200,-1.0
1366300,-1.0
1366400,-1.0
1366500,-0.94
1366600,-0.98
1366700,-0.96
1366800,-0.94
1366900,-0.94
1367000,-1.0
1367100,-0.98
1367200,-0.9
1367300,-1.0
1367400,-1.0
1367500,-0.98
1367600,-0.98
1367700,-0.98
1367800,-0.98
1367900,-0.96
1368000,-0.98
1368100,-1.0
1368200,-0.98
1368300,-0.96
1368400,-0.94
1368500,-1.0
1368600,-1.0
1368700,-0.98
1368800,-0.96
1368900,-1.0
1369000,-1.0
1369100,-0.96
1369200,-1.0
1369300,-1.0
1369400,-1.0
1369500,-0.98
1369600,-0.94
1369700,-0.88
1369800,-0.94
1369900,-0.96
1370000,-0.98
1370100,-1.0
1370200,-1.0
1370300,-1.0
1370400,-1.0
1370500,-0.96
1370600,-1.0
1370700,-0.98
1370800,-0.96
1370900,-0.98
1371000,-1.0
1371100,-1.0
1371200,-0.96
1371300,-0.98
1371400,-0.94
1371500,-0.96
1371600,-0.98
1371700,-0.94
1371800,-0.98
1371900,-0.98
1372000,-0.96
1372100,-0.96
1372200,-1.0
1372300,-0.96
1372400,-0.98
1372500,-0.9
1372600,-0.98
1372700,-0.98
1372800,-0.96
1372900,-1.0
1373000,-0.98
1373100,-0.94
1373200,-0.92
1373300,-0.98
1373400,-0.96
1373500,-0.94
1373600,-1.0
1373700,-0.98
1373800,-0.94
1373900,-0.9
1374000,-0.98
1374100,-0.98
1374200,-0.96
1374300,-0.96
1374400,-1.0
1374500,-0.96
1374600,-0.96
1374700,-0.84
1374800,-0.94
1374900,-1.0
1375000,-0.98
1375100,-0.7
1375200,-0.98
1375300,-0.96
1375400,-0.96
1375500,-1.0
1375600,-0.96
1375700,-0.96
1375800,-1.0
1375900,-1.0
1376000,-1.0
1376100,-0.96
1376200,-1.0
1376300,-0.98
1376400,-0.98
1376500,-1.0
1376600,-0.96
1376700,-1.0
1376800,-0.98
1376900,-1.0
1377000,-0.98
1377100,-0.98
1377200,-0.94
1377300,-0.94
1377400,-1.0
1377500,-0.96
1377600,-0.96
1377700,-0.96
1377800,-0.98
1377900,-1.0
1378000,-0.98
1378100,-0.94
1378200,-1.0
1378300,-0.98
1378400,-0.98
1378500,-0.96
1378600,-1.0
1378700,-0.96
1378800,-0.98
1378900,-0.94
1379000,-1.0
1379100,-0.98
1379200,-0.98
1379300,-0.98
1379400,-1.0
1379500,-0.96
1379600,-0.94
1379700,-1.0
1379800,-0.98
1379900,-0.98
1380000,-0.92
1380100,-0.98
1380200,-0.94
1380300,-0.82
1380400,-1.0
1380500,-0.94
1380600,-1.0
1380700,-0.98
1380800,-0.86
1380900,-0.98
1381000,-0.98
1381100,-1.0
1381200,-0.9
1381300,-1.0
1381400,-0.94
1381500,-1.0
1381600,-0.98
1381700,-1.0
1381800,-1.0
1381900,-0.98
1382000,-1.0
1382100,-0.96
1382200,-1.0
1382300,-1.0
1382400,-0.92
1382500,-0.98
1382600,-1.0
1382700,-1.0
1382800,-1.0
1382900,-0.98
1383000,-0.98
1383100,-0.96
1383200,-0.98
1383300,-1.0
1383400,-0.92
1383500,-1.0
1383600,-1.0
1383700,-1.0
1383800,-0.98
1383900,-0.96
1384000,-0.94
1384100,-0.96
1384200,-0.98
1384300,-0.92
1384400,-0.92
1384500,-0.98
1384600,-0.98
1384700,-0.96
1384800,-0.94
1384900,-1.0
1385000,-0.92
1385100,-0.98
1385200,-1.0
1385300,-1.0
1385400,-0.96
1385500,-0.94
1385600,-1.0
1385700,-0.98
1385800,-0.96
1385900,-0.96
1386000,-0.98
1386100,-0.92
1386200,-0.94
1386300,-0.98
1386400,-0.98
1386500,-1.0
1386600,-0.98
1386700,-0.96
1386800,-1.0
1386900,-0.92
1387000,-0.96
1387100,-0.94
1387200,-1.0
1387300,-0.96
1387400,-0.98
1387500,-1.0
1387600,-1.0
1387700,-0.96
1387800,-0.94
1387900,-0.96
1388000,-0.96
1388100,-0.98
1388200,-1.0
1388300,-0.94
1388400,-1.0
1388500,-0.98
1388600,-1.0
1388700,-1.0
1388800,-1.0
1388900,-0.98
1389000,-0.98
1389100,-0.98
1389200,-0.96
1389300,-0.98
1389400,-1.0
1389500,-0.98
1389600,-0.92
1389700,-1.0
1389800,-1.0
1389900,-0.92
1390000,-1.0
1390100,-1.0
1390200,-1.0
1390300,-1.0
1390400,-1.0
1390500,-0.9
1390600,-0.96
1390700,-1.0
1390800,-0.96
1390900,-0.98
1391000,-1.0
1391100,-1.0
1391200,-1.0
1391300,-0.98
1391400,-0.98
1391500,-0.98
1391600,-1.0
1391700,-0.96
1391800,-0.96
1391900,-1.0
1392000,-0.96
1392100,-0.98
1392200,-0.94
1392300,-0.96
1392400,-0.96
1392500,-0.98
1392600,-0.98
1392700,-0.98
1392800,-0.98
1392900,-0.92
1393000,-0.94
1393100,-0.96
1393200,-0.96
1393300,-0.98
1393400,-1.0
1393500,-0.94
1393600,-0.72
1393700,-0.96
1393800,-1.0
1393900,-0.94
1394000,-0.98
1394100,-0.96
1394200,-0.96
1394300,-0.94
1394400,-0.94
1394500,-1.0
1394600,-0.98
1394700,-0.96
1394800,-0.98
1394900,-0.98
1395000,-0.98
1395100,-0.96
1395200,-0.98
1395300,-0.98
1395400,-1.0
1395500,-1.0
1395600,-0.88
1395700,-1.0
1395800,-1.0
1395900,-0.98
1396000,-0.98
1396100,-0.94
1396200,-0.96
1396300,-0.98
1396400,-0.88
1396500,-0.96
1396600,-0.94
1396700,-0.98
1396800,-0.98
1396900,-1.0
1397000,-1.0
1397100,-0.98
1397200,-0.98
1397300,-0.98
1397400,-0.98
1397500,-1.0
1397600,-1.0
1397700,-0.88
1397800,-0.98
1397900,-0.94
1398000,-0.96
1398100,-0.96
1398200,-0.98
1398300,-1.0
1398400,-0.98
1398500,-0.94
1398600,-0.98
1398700,-0.96
1398800,-0.98
1398900,-0.92
1399000,-0.94
1399100,-0.98
1399200,-0.98
1399300,-0.96
1399400,-0.96
1399500,-0.94
1399600,-0.9
1399700,-1.0
1399800,-0.98
1399900,-0.94
1400000,-1.0
1400100,-1.0
1400200,-0.96
1400300,-0.96
1400400,-0.98
1400500,-0.98
1400600,-1.0
1400700,-0.98
1400800,-0.98
1400900,-1.0
1401000,-1.0
1401100,-0.92
1401200,-0.96
1401300,-0.98
1401400,-0.96
1401500,-0.98
1401600,-0.9
1401700,-1.0
1401800,-0.96
1401900,-0.96
1402000,-0.98
1402100,-0.98
1402200,-0.96
1402300,-0.98
1402400,-0.98
1402500,-0.98
1402600,-0.96
1402700,-1.0
1402800,-1.0
1402900,-0.88
1403000,-1.0
1403100,-1.0
1403200,-1.0
1403300,-0.92
1403400,-0.96
1403500,-0.96
1403600,-0.98
1403700,-1.0
1403800,-1.0
1403900,-0.96
1404000,-1.0
1404100,-0.98
1404200,-0.94
1404300,-0.88
1404400,-0.96
1404500,-0.96
1404600,-0.94
1404700,-0.98
1404800,-0.98
1404900,-1.0
1405000,-1.0
1405100,-0.98
1405200,-1.0
1405300,-0.96
1405400,-0.98
1405500,-1.0
1405600,-1.0
1405700,-0.96
1405800,-0.98
1405900,-0.98
1406000,-1.0
1406100,-0.96
1406200,-0.92
1406300,-0.98
1406400,-1.0
1406500,-1.0
1406600,-0.96
1406700,-0.98
1406800,-1.0
1406900,-0.96
1407000,-0.96
1407100,-1.0
1407200,-0.9
1407300,-1.0
1407400,-0.92
1407500,-0.94
1407600,-0.98
1407700,-0.98
1407800,-1.0
1407900,-0.94
1408000,-1.0
1408100,-0.96
1408200,-0.98
1408300,-0.98
1408400,-0.96
1408500,-1.0
1408600,-0.98
1408700,-0.86
1408800,-1.0
1408900,-0.9
1409000,-0.98
1409100,-0.82
1409200,-0.96
1409300,-0.94
1409400,-0.92
1409500,-0.96
1409600,-0.96
1409700,-1.0
1409800,-1.0
1409900,-1.0
1410000,-0.98
1410100,-0.98
1410200,-0.96
1410300,-1.0
1410400,-1.0
1410500,-0.92
1410600,-0.98
1410700,-0.98
1410800,-1.0
1410900,-0.98
1411000,-1.0
1411100,-0.98
1411200,-1.0
1411300,-1.0
1411400,-0.98
1411500,-1.0
1411600,-0.9
1411700,-0.96
1411800,-0.8
1411900,-0.96
1412000,-1.0
1412100,-0.9
1412200,-0.98
1412300,-1.0
1412400,-0.98
1412500,-0.98
1412600,-0.94
1412700,-0.98
1412800,-0.96
1412900,-0.96
1413000,-1.0
1413100,-0.96
1413200,-0.76
1413300,-1.0
1413400,-0.92
1413500,-0.92
1413600,-0.98
1413700,-0.94
1413800,-0.9
1413900,-0.96
1414000,-0.96
1414100,-1.0
1414200,-1.0
1414300,-0.94
1414400,-1.0
1414500,-0.9
1414600,-0.98
1414700,-0.94
1414800,-1.0
1414900,-0.9
1415000,-0.94
1415100,-0.98
1415200,-0.94
1415300,-0.94
1415400,-0.96
1415500,-0.98
1415600,-0.94
1415700,-1.0
1415800,-0.96
1415900,-0.98
1416000,-0.92
1416100,-0.98
1416200,-1.0
1416300,-0.98
1416400,-0.98
1416500,-0.96
1416600,-1.0
1416700,-1.0
1416800,-0.84
1416900,-0.98
1417000,-1.0
1417100,-1.0
1417200,-0.98
1417300,-0.92
1417400,-0.9
1417500,-0.7
1417600,-1.0
1417700,-1.0
1417800,-0.98
1417900,-1.0
1418000,-1.0
1418100,-1.0
1418200,-1.0
1418300,-0.98
1418400,-1.0
1418500,-1.0
1418600,-0.96
1418700,-1.0
1418800,-1.0
1418900,-0.94
1419000,-1.0
1419100,-1.0
1419200,-0.96
1419300,-0.98
1419400,-0.94
1419500,-1.0
1419600,-0.78
1419700,-0.98
1419800,-0.94
1419900,-0.98
1420000,-0.94
1420100,-0.98
1420200,-1.0
1420300,-0.94
1420400,-0.96
1420500,-0.94
1420600,-0.98
1420700,-0.98
1420800,-0.98
1420900,-1.0
1421000,-0.92
1421100,-0.98
1421200,-0.92
1421300,-0.96
1421400,-0.94
1421500,-0.98
1421600,-0.98
1421700,-0.92
1421800,-1.0
1421900,-0.86
1422000,-0.98
1422100,-0.98
1422200,-0.98
1422300,-0.94
1422400,-0.94
1422500,-0.96
1422600,-0.96
1422700,-0.96
1422800,-0.98
1422900,-0.96
1423000,-0.96
1423100,-0.92
1423200,-0.96
1423300,-0.96
1423400,-1.0
1423500,-0.98
1423600,-0.98
1423700,-1.0
1423800,-0.96
1423900,-0.98
1424000,-0.96
1424100,-0.96
1424200,-1.0
1424300,-0.94
1424400,-0.98
1424500,-1.0
1424600,-0.98
1424700,-0.98
1424800,-1.0
1424900,-1.0
1425000,-0.94
1425100,-0.98
1425200,-0.94
1425300,-0.96
1425400,-0.96
1425500,-0.98
1425600,-0.92
1425700,-0.98
1425800,-1.0
1425900,-1.0
1426000,-0.96
1426100,-0.96
1426200,-1.0
1426300,-1.0
1426400,-0.98
1426500,-1.0
1426600,-1.0
1426700,-1.0
1426800,-0.98
1426900,-0.98
1427000,-0.98
1427100,-0.96
1427200,-0.86
1427300,-0.98
1427400,-0.98
1427500,-1.0
1427600,-0.96
1427700,-0.94
1427800,-0.96
1427900,-0.9
1428000,-0.92
1428100,-1.0
1428200,-1.0
1428300,-0.96
1428400,-0.96
1428500,-0.86
1428600,-1.0
1428700,-0.96
1428800,-0.98
1428900,-0.98
1429000,-0.96
1429100,-0.94
1429200,-1.0
1429300,-0.98
1429400,-0.96
1429500,-0.98
1429600,-1.0
1429700,-0.98
1429800,-1.0
1429900,-0.94
1430000,-0.94
1430100,-1.0
1430200,-1.0
1430300,-1.0
1430400,-0.98
1430500,-1.0
1430600,-1.0
1430700,-0.92
1430800,-1.0
1430900,-0.96
1431000,-1.0
1431100,-0.98
1431200,-0.96
1431300,-0.98
1431400,-1.0
1431500,-1.0
1431600,-1.0
1431700,-0.9
1431800,-0.96
1431900,-1.0
1432000,-0.96
1432100,-0.96
1432200,-1.0
1432300,-1.0
1432400,-0.94
1432500,-0.98
1432600,-0.96
1432700,-0.92
1432800,-0.96
1432900,-0.98
1433000,-0.98
1433100,-1.0
1433200,-0.92
1433300,-0.92
1433400,-0.98
1433500,-0.96
1433600,-0.94
1433700,-0.92
1433800,-1.0
1433900,-0.98
1434000,-1.0
1434100,-0.98
1434200,-1.0
1434300,-1.0
1434400,-0.96
1434500,-1.0
1434600,-0.98
1434700,-0.98
1434800,-1.0
1434900,-0.98
1435000,-0.98
1435100,-0.94
1435200,-0.98
1435300,-1.0
1435400,-1.0
1435500,-1.0
1435600,-0.98
1435700,-0.98
1435800,-0.98
1435900,-1.0
1436000,-0.96
1436100,-0.96
1436200,-0.96
1436300,-0.98
1436400,-0.98
1436500,-0.92
1436600,-0.98
1436700,-0.94
1436800,-0.94
1436900,-1.0
1437000,-0.98
1437100,-1.0
1437200,-1.0
1437300,-0.96
1437400,-0.98
1437500,-0.98
1437600,-1.0
1437700,-0.98
1437800,-1.0
1437900,-0.98
1438000,-1.0
1438100,-1.0
1438200,-1.0
1438300,-0.96
1438400,-0.98
1438500,-0.98
1438600,-0.98
1438700,-0.98
1438800,-0.98
1438900,-0.92
1439000,-1.0
1439100,-0.92
1439200,-0.9
1439300,-0.98
1439400,-0.88
1439500,-0.94
1439600,-1.0
1439700,-0.98
1439800,-0.98
1439900,-0.96
1440000,-0.94
1440100,-1.0
1440200,-0.96
1440300,-1.0
1440400,-1.0
1440500,-0.98
1440600,-1.0
1440700,-1.0
1440800,-1.0
1440900,-0.92
1441000,-0.96
1441100,-0.98
1441200,-0.98
1441300,-1.0
1441400,-0.94
1441500,-1.0
1441600,-1.0
1441700,-1.0
1441800,-0.92
1441900,-0.94
1442000,-0.96
1442100,-0.98
1442200,-0.98
1442300,-0.98
1442400,-0.96
1442500,-1.0
1442600,-1.0
1442700,-0.98
1442800,-1.0
1442900,-1.0
1443000,-1.0
1443100,-1.0
1443200,-0.98
1443300,-0.98
1443400,-1.0
1443500,-0.98
1443600,-0.9
1443700,-1.0
1443800,-1.0
1443900,-0.98
1444000,-0.92
1444100,-0.96
1444200,-1.0
1444300,-0.96
1444400,-0.98
1444500,-1.0
1444600,-0.96
1444700,-0.86
1444800,-1.0
1444900,-0.9
1445000,-1.0
1445100,-1.0
1445200,-0.98
1445300,-0.98
1445400,-0.96
1445500,-0.94
1445600,-0.98
1445700,-1.0
1445800,-1.0
1445900,-1.0
1446000,-1.0
1446100,-0.96
1446200,-0.98
1446300,-0.92
1446400,-1.0
1446500,-0.98
1446600,-0.98
1446700,-1.0
1446800,-0.98
1446900,-0.96
1447000,-0.98
1447100,-0.98
1447200,-0.96
1447300,-0.96
1447400,-1.0
1447500,-0.98
1447600,-0.9
1447700,-0.96
1447800,-0.98
1447900,-0.98
1448000,-1.0
