 MCS, m
      113300 ,   1.00000000    
      113400 ,  0.959999979    
      113500 ,   1.00000000    
      113600 ,  0.939999998    
      113700 ,  0.980000019    
      113800 ,   1.00000000    
      113900 ,   1.00000000    
      114000 ,  0.959999979    
      114100 ,  0.939999998    
      114200 ,  0.980000019    
      114300 ,  0.980000019    
      114400 ,  0.980000019    
      114500 ,  0.980000019    
      114600 ,  0.980000019    
      114700 ,  0.980000019    
      114800 ,   1.00000000    
      114900 ,  0.980000019    
      115000 ,  0.959999979    
      115100 ,   1.00000000    
      115200 ,  0.920000017    
      115300 ,  0.959999979    
      115400 ,  0.980000019    
      115500 ,   1.00000000    
      115600 ,  0.980000019    
      115700 ,  0.980000019    
      115800 ,  0.980000019    
      115900 ,  0.819999993    
      116000 ,   1.00000000    
      116100 ,  0.980000019    
      116200 ,  0.959999979    
      116300 ,  0.899999976    
      116400 ,   1.00000000    
      116500 ,   1.00000000    
      116600 ,  0.959999979    
      116700 ,   1.00000000    
      116800 ,  0.920000017    
      116900 ,  0.920000017    
      117000 ,  0.879999995    
      117100 ,  0.980000019    
      117200 ,  0.959999979    
      117300 ,   1.00000000    
      117400 ,  0.939999998    
      117500 ,  0.980000019    
      117600 ,  0.980000019    
      117700 ,  0.980000019    
      117800 ,  0.959999979    
      117900 ,  0.959999979    
      118000 ,  0.980000019    
      118100 ,  0.980000019    
      118200 ,   1.00000000    
      118300 ,  0.860000014    
      118400 ,  0.980000019    
      118500 ,   1.00000000    
      118600 ,  0.980000019    
      118700 ,   1.00000000    
      118800 ,  0.920000017    
      118900 ,   1.00000000    
      119000 ,   1.00000000    
      119100 ,  0.980000019    
      119200 ,   1.00000000    
      119300 ,  0.980000019    
      119400 ,  0.959999979    
      119500 ,  0.959999979    
      119600 ,   1.00000000    
      119700 ,   1.00000000    
      119800 ,   1.00000000    
      119900 ,  0.959999979    
      120000 ,   1.00000000    
      120100 ,  0.980000019    
      120200 ,   1.00000000    
      120300 ,   1.00000000    
      120400 ,  0.959999979    
      120500 ,  0.959999979    
      120600 ,  0.959999979    
      120700 ,   1.00000000    
      120800 ,  0.980000019    
      120900 ,   1.00000000    
      121000 ,   1.00000000    
      121100 ,   1.00000000    
      121200 ,  0.939999998    
      121300 ,  0.980000019    
      121400 ,  0.980000019    
      121500 ,   1.00000000    
      121600 ,  0.980000019    
      121700 ,   1.00000000    
      121800 ,   1.00000000    
